query_id,d1,d2,d4,d8,d16,d32,d64,d96,d128,margin_2,margin_4,margin_8,margin_16,margin_32,margin_64,ratio_8,ratio_16,ratio_64,slope_1_8,slope_8_16,slope_16_64,slope_64_96,var_16,var_64,entropy_16,entropy_64,margin_16_32_ratio,min_B,label_class
319,58821.0,59284.0,59389.0,64363.0,67634.0,73220.0,76562.0,79709.0,71306.5,0.007871338467554105,0.009656415225854711,0.09421805137620917,0.14982744258003095,0.24479352612162322,0.30160996922867683,1.0942180513762092,1.149827442580031,1.3016099692286769,791.7142857142857,408.875,186.0,98.34375,8821301.875,26064798.22241211,-1.000000082690371e-10,-1.000000082690371e-10,0.612056392805056,16,0
5152,17467.0,20506.0,24319.0,25781.0,27263.0,30590.0,32958.0,34615.0,71306.5,0.17398522928951737,0.3922825900269079,0.47598328276177937,0.5608289918131333,0.7513024560599989,0.886872387931528,1.4759832827617794,1.5608289918131333,1.8868723879315281,1187.7142857142858,185.25,118.64583333333333,51.78125,6489798.49609375,10287372.189208984,-1.000000082690371e-10,-1.000000082690371e-10,0.7464756534329039,16,0
5518,42425.0,49191.0,52387.0,56021.0,56936.0,60393.0,62770.0,65192.0,71306.5,0.1594814378314673,0.23481437831467294,0.32047142015321156,0.34203889216263994,0.42352386564525635,0.479552150854449,1.3204714201532115,1.34203889216264,1.4795521508544491,1942.2857142857142,114.375,121.54166666666667,75.6875,14565319.96484375,13366636.015625,-1.000000082690371e-10,-1.000000082690371e-10,0.8076024042742653,32,0
1026,29727.0,29888.0,30851.0,34075.0,37047.0,40794.0,44466.0,47654.0,71306.5,0.0054159518283042355,0.0378107444410805,0.14626433881656406,0.24624079119991926,0.37228781915430414,0.4958118881824604,1.146264338816564,1.2462407911999194,1.4958118881824605,621.1428571428571,371.5,154.5625,99.625,6617591.74609375,15381577.334960938,-1.000000082690371e-10,-1.000000082690371e-10,0.6614258606668474,32,0
8836,21868.0,23659.0,28268.0,30727.0,33623.0,36445.0,41320.0,45028.0,47068.0,0.08190049387232486,0.29266508139747577,0.40511249314066217,0.5375434424730199,0.6665904518017194,0.8895189317724529,1.4051124931406622,1.5375434424730199,1.889518931772453,1265.5714285714287,362.0,160.35416666666666,115.875,10544787.859375,16125082.77734375,-1.000000082690371e-10,-1.000000082690371e-10,0.806407354050902,16,0
1410,14492.0,16887.0,22083.0,23041.0,25928.0,29940.0,33373.0,35423.0,71306.5,0.16526359370687277,0.5238062379243721,0.5899116754071212,0.789125034501794,1.065967430306376,1.3028567485509246,1.5899116754071212,1.7891250345017942,2.3028567485509246,1221.2857142857142,360.875,155.10416666666666,64.0625,8954322.984375,16868419.875,-1.000000082690371e-10,-1.000000082690371e-10,0.7402900051786638,16,0
3090,32393.0,34549.0,35769.0,38489.0,41358.0,45300.0,48984.0,51853.0,71306.5,0.06655758960269194,0.10422004754113542,0.18818880622356682,0.27675732411323434,0.39845028246843456,0.5121785570956688,1.1881888062235668,1.2767573241132344,1.5121785570956687,870.8571428571429,358.625,158.875,89.65625,6999427.15234375,16750083.72241211,-1.000000082690371e-10,-1.000000082690371e-10,0.6945843340822809,16,0
1664,64631.0,67356.0,69979.0,75822.0,79853.0,83540.0,89469.0,91405.0,93227.0,0.042162429793752225,0.08274666955485757,0.17315220250344263,0.235521653695595,0.2925685816403893,0.38430474540081383,1.1731522025034427,1.235521653695595,1.384304745400814,1598.7142857142858,503.875,200.33333333333334,60.5,22260893.46484375,29628149.634521484,-1.000000082690371e-10,-1.000000082690371e-10,0.8050134856417579,16,0
2278,32031.0,34451.0,37686.0,40450.0,42206.0,44222.0,46305.0,48380.0,71306.5,0.07555180918485217,0.1765477193968343,0.26283912459804565,0.3176610158908557,0.3806000437076582,0.4456307951671818,1.2628391245980457,1.3176610158908557,1.4456307951671818,1202.7142857142858,219.5,85.39583333333333,64.84375,7899840.43359375,8113215.419677734,-1.000000082690371e-10,-1.000000082690371e-10,0.8346321056517102,16,0
4782,17064.0,21163.0,25273.0,31016.0,35312.0,49151.0,71414.0,84647.0,93390.0,0.24021331458040318,0.4810712611345523,0.817627754336615,1.0693858415377402,1.8803914674167839,3.1850679793717767,1.817627754336615,2.0693858415377404,4.185067979371777,1993.142857142857,537.0,752.125,413.53125,26950133.74609375,227391946.74975586,-1.000000082690371e-10,-1.000000082690371e-10,0.568703836444666,16,0
947,55988.0,58212.0,66838.0,71890.0,76477.0,81471.0,87994.0,92608.0,71306.5,0.03972279774237337,0.19379152675573338,0.28402514824605274,0.36595341858969777,0.45515110380795887,0.5716582124741016,1.2840251482460527,1.3659534185896978,1.5716582124741016,2271.714285714286,573.375,239.9375,144.1875,30450241.96484375,50743450.478271484,-1.000000082690371e-10,-1.000000082690371e-10,0.8040262135541341,16,0
9526,13723.0,15782.0,16416.0,17055.0,17831.0,19096.0,20575.0,21912.0,22780.0,0.15004007869999272,0.1962398892370473,0.24280405159221743,0.29935145376375427,0.3915324637469941,0.4993077315455804,1.2428040515922174,1.2993514537637543,1.4993077315455805,476.0,97.0,57.166666666666664,41.78125,935744.375,1869484.7490234375,-1.000000082690371e-10,-1.000000082690371e-10,0.7645635585334078,32,0
3724,72689.0,73690.0,74297.0,74974.0,79161.0,83212.0,87067.0,89676.0,71306.5,0.013770996987164495,0.02212164151384666,0.03143529282284802,0.08903685564528332,0.14476743386206992,0.19780159308836276,1.031435292822848,1.0890368556452834,1.1978015930883628,326.42857142857144,523.375,164.70833333333334,81.53125,3982720.859375,16775184.595458984,-1.000000082690371e-10,-1.000000082690371e-10,0.6150337356267224,64,2
5357,4505.0,5925.0,6617.0,6948.0,7698.0,8802.0,10094.0,10938.0,11847.0,0.31520532741398444,0.4688124306326304,0.5422863485016648,0.7087680355160932,0.9538290788013318,1.2406215316315206,1.542286348501665,1.7087680355160932,2.2406215316315206,349.0,93.75,49.916666666666664,26.375,699435.4375,1378216.2568359375,-1.000000082690371e-10,-1.000000082690371e-10,0.7430765650453806,16,0
1077,26155.0,27262.0,28716.0,29605.0,31347.0,33156.0,37068.0,38836.0,39972.0,0.04232460332632384,0.09791626839992354,0.1319059453259415,0.19850888931370675,0.2676734849933091,0.4172433569107245,1.1319059453259415,1.1985088893137068,1.4172433569107246,492.85714285714283,217.75,119.1875,55.25,2123194.52734375,7146124.650146484,-1.000000082690371e-10,-1.000000082690371e-10,0.7416083416654764,32,0
6299,3373.0,7362.0,9808.0,16814.0,28012.0,38351.0,51845.0,58174.0,62656.0,1.1826267417729024,1.907797213163356,3.984879928846724,7.3047731989327005,10.369997035280166,14.370589979246962,4.984879928846724,8.3047731989327,15.370589979246962,1920.142857142857,1399.75,496.5208333333333,197.78125,51545812.234375,162293908.10058594,-1.000000082690371e-10,-1.000000082690371e-10,0.7044142032134484,16,0
3003,35027.0,36889.0,43811.0,46696.0,52147.0,59875.0,65808.0,69493.0,74396.0,0.05315899163502441,0.25077797127929885,0.33314300396836727,0.4887658092328775,0.7093956091015502,0.8787792274531075,1.3331430039683672,1.4887658092328775,1.8787792274531077,1667.0,681.375,284.6041666666667,115.15625,26372388.12109375,60490316.36303711,-1.000000082690371e-10,-1.000000082690371e-10,0.6889890534449453,16,0
6256,63213.0,64012.0,75031.0,79223.0,87156.0,92798.0,101757.0,109720.0,71306.5,0.012639805103380634,0.1869552149083258,0.2532706879913942,0.37876702577001564,0.4680208185025232,0.6097479948744721,1.2532706879913942,1.3787670257700158,1.609747994874472,2287.1428571428573,991.625,304.1875,248.84375,44654230.734375,79137611.83569336,-1.000000082690371e-10,-1.000000082690371e-10,0.8092952509717762,16,0
5001,6291.0,11237.0,14369.0,15963.0,17992.0,19885.0,21986.0,23438.0,24652.0,0.7862025115243999,1.2840565887776187,1.5374344301382927,1.8599586711174694,2.1608647273883324,2.494833889683675,2.5374344301382927,2.8599586711174694,3.494833889683675,1381.7142857142858,253.625,83.20833333333333,45.375,9449277.0625,7960799.470458984,-1.000000082690371e-10,-1.000000082690371e-10,0.8607473885537738,16,0
7587,68754.0,80561.0,81819.0,89705.0,95423.0,101999.0,110790.0,114736.0,71306.5,0.1717281903598336,0.19002530761846584,0.30472408878028917,0.38789015911801494,0.48353550338889373,0.6113971550746139,1.3047240887802891,1.387890159118015,1.6113971550746138,2993.0,714.75,320.1458333333333,123.3125,49546824.3125,76266561.90234375,-1.000000082690371e-10,-1.000000082690371e-10,0.8021958189201384,16,0
9429,31665.0,37929.0,43649.0,44890.0,48024.0,52149.0,55773.0,57041.0,58935.0,0.19782093794410233,0.3784620243170693,0.4176535607137218,0.5166271909047845,0.6468972051160587,0.7613453339649455,1.4176535607137217,1.5166271909047844,1.7613453339649454,1889.2857142857142,391.75,161.4375,39.625,16667990.859375,22003580.900146484,-1.000000082690371e-10,-1.000000082690371e-10,0.7986233157586409,16,0
3247,62347.0,73218.0,79669.0,91574.0,101771.0,111606.0,123478.0,129600.0,133762.0,0.17436284023289012,0.27783213306173515,0.4687795723932186,0.6323319486101978,0.7900781112162574,0.9804962548318283,1.4687795723932187,1.6323319486101977,1.9804962548318283,4175.285714285715,1274.625,452.2291666666667,191.3125,138841249.46484375,172534369.24121094,-1.000000082690371e-10,-1.000000082690371e-10,0.8003410544266023,16,0
24,23786.0,24507.0,36297.0,44617.0,48572.0,52296.0,55595.0,57455.0,59495.0,0.03031194820482637,0.5259816698898512,0.8757672580509543,1.042041537038594,1.1986042209703187,1.3372992516606408,1.8757672580509543,2.0420415370385943,2.3372992516606406,2975.8571428571427,494.375,146.3125,58.125,60956516.125,43443687.67163086,-1.000000082690371e-10,-1.000000082690371e-10,0.8693791652051911,32,0
2183,45251.0,48227.0,54078.0,61302.0,66875.0,73741.0,80305.0,83501.0,85872.0,0.06576650239773707,0.19506751232016972,0.3547103931404831,0.4778678924222669,0.6295993458708095,0.7746569136593666,1.3547103931404831,1.477867892422267,1.7746569136593666,2293.0,696.625,279.7916666666667,99.875,38904957.15234375,68260018.70214844,-1.000000082690371e-10,-1.000000082690371e-10,0.7590031590031591,32,0
4776,59841.0,61876.0,63479.0,66409.0,73372.0,76912.0,81499.0,83582.0,85464.0,0.03400678464597851,0.060794438595611705,0.10975752410554636,0.2261158737320566,0.2852726391604418,0.36192576995705283,1.1097575241055464,1.2261158737320565,1.3619257699570528,938.2857142857143,870.375,169.3125,65.09375,14394876.43359375,29065734.94116211,-1.000000082690371e-10,-1.000000082690371e-10,0.7926307773416906,32,0
9906,45176.0,45795.0,52538.0,62579.0,65663.0,72859.0,78210.0,82475.0,86643.0,0.013701965645475473,0.1629626350274482,0.3852266690278024,0.45349300513547014,0.6127811227200284,0.731228971135116,1.3852266690278023,1.4534930051354702,1.731228971135116,2486.1428571428573,385.5,261.3958333333333,133.28125,46750256.27734375,59020863.661865234,-1.000000082690371e-10,-1.000000082690371e-10,0.7400570747390094,16,0
7432,19078.0,34337.0,41111.0,44184.0,47487.0,52330.0,56066.0,59832.0,71306.5,0.7998217842541147,1.1548904497326764,1.3159660341754902,1.4890973896634867,1.7429499947583604,1.93877764964881,2.31596603417549,2.489097389663487,2.9387776496488103,3586.5714285714284,412.875,178.72916666666666,117.6875,47054007.18359375,37519363.208740234,-1.000000082690371e-10,-1.000000082690371e-10,0.8543546252856971,16,0
9225,69730.0,72018.0,75804.0,82426.0,89022.0,91325.0,96589.0,100263.0,103855.0,0.03281227592141116,0.08710741431234763,0.1820737128925857,0.2766671447009895,0.30969453606768965,0.3851857163344328,1.1820737128925858,1.2766671447009896,1.3851857163344328,1813.7142857142858,824.5,157.64583333333334,114.8125,42490032.125,36930954.036865234,-1.000000082690371e-10,-1.000000082690371e-10,0.893354943273906,40,1
955,44093.0,45329.0,47252.0,48283.0,50393.0,53784.0,55904.0,58559.0,60825.0,0.028031660354251243,0.07164402512870524,0.09502642142743746,0.14287982219399906,0.21978545347334044,0.26786564760846393,1.0950264214274374,1.142879822193999,1.267865647608464,598.5714285714286,263.75,114.8125,82.96875,3210523.484375,8499081.639648438,-1.000000082690371e-10,-1.000000082690371e-10,0.6500877102466206,48,1
9037,45170.0,49318.0,59867.0,61265.0,65674.0,72313.0,79255.0,85273.0,71306.5,0.091830861191056,0.3253708213415984,0.35632056674784146,0.4539295992915652,0.6009076820898827,0.7545937569183087,1.3563205667478415,1.4539295992915653,1.7545937569183085,2299.285714285714,551.125,282.9375,188.0625,29982976.96484375,51768310.55859375,-1.000000082690371e-10,-1.000000082690371e-10,0.7554065504918395,40,1
6151,63916.0,64497.0,65506.0,68478.0,71949.0,79066.0,83645.0,86360.0,71306.5,0.009090055698103762,0.02487640027536141,0.07137492959509356,0.12568058076225044,0.23702985168033044,0.3086707553664184,1.0713749295950936,1.1256805807622505,1.3086707553664185,651.7142857142857,433.875,243.66666666666666,84.84375,6876347.99609375,34397641.43359375,-1.000000082690371e-10,-1.000000082690371e-10,0.5302310231023102,64,2
7571,31658.0,32381.0,34164.0,36017.0,38874.0,40149.0,41725.0,42857.0,44008.0,0.022837829300650703,0.07915850653863163,0.13769031524417208,0.22793606671299513,0.26821024701497254,0.31799229262745593,1.1376903152441722,1.227936066712995,1.3179922926274559,622.7142857142857,357.125,59.395833333333336,35.375,4622995.1875,5267631.2724609375,-1.000000082690371e-10,-1.000000082690371e-10,0.8498410081262513,64,2
8831,8072.0,8246.0,8966.0,13572.0,21357.0,25707.0,31788.0,37145.0,41737.0,0.02155599603567889,0.11075322101090189,0.6813676907829535,1.6458126858275521,2.1847125867195243,2.9380574826560952,1.6813676907829533,2.645812685827552,3.9380574826560952,785.7142857142857,973.125,217.3125,167.40625,23643784.80859375,42705167.44433594,-1.000000082690371e-10,-1.000000082690371e-10,0.7533314431528212,16,0
4872,50475.0,61675.0,63544.0,66251.0,69674.0,76674.0,80689.0,83803.0,86268.0,0.2218920257553244,0.25892025755324416,0.3125507677067855,0.38036651807825655,0.5190490341753343,0.5985933630510154,1.3125507677067856,1.3803665180782565,1.5985933630510154,2253.714285714286,427.875,229.47916666666666,97.3125,21378884.8125,35674435.625,-1.000000082690371e-10,-1.000000082690371e-10,0.7328142295507462,48,1
6146,63418.0,65204.0,69323.0,72577.0,74483.0,77253.0,82155.0,86454.0,71306.5,0.02816235138288814,0.0931123655744426,0.1444227191018323,0.17447727774448896,0.21815572865747895,0.295452395219023,1.1444227191018324,1.174477277744489,1.295452395219023,1308.4285714285713,238.25,159.83333333333334,134.34375,10284290.359375,16319761.255615234,-1.000000082690371e-10,-1.000000082690371e-10,0.7997831586555837,40,1
8599,49194.0,49493.0,53115.0,55376.0,57315.0,60503.0,64970.0,67710.0,69521.0,0.006077976989063707,0.07970484205390901,0.12566573159328373,0.1650811074521283,0.2298857584258243,0.32068951498150183,1.1256657315932836,1.1650811074521283,1.3206895149815019,883.1428571428571,242.375,159.47916666666666,85.625,6084593.984375,14378325.302490234,-1.000000082690371e-10,-1.000000082690371e-10,0.7181006278185517,40,1
422,47111.0,54981.0,59402.0,64717.0,69157.0,72475.0,76686.0,80275.0,71306.5,0.1670522807836811,0.2608944832417058,0.37371314554987156,0.4679586508458746,0.5383880622359959,0.6277727070111014,1.3737131455498717,1.4679586508458746,1.6277727070111014,2515.1428571428573,555.0,156.85416666666666,112.15625,34138844.359375,30971890.405273438,-1.000000082690371e-10,-1.000000082690371e-10,0.8691846711875097,16,0
8321,69319.0,73221.0,76432.0,85542.0,89234.0,93215.0,98409.0,101193.0,71306.5,0.05629048312872373,0.1026125593271686,0.23403395894343543,0.2872949696331453,0.3447251114413076,0.4196540630995831,1.2340339589434355,1.2872949696331453,1.419654063099583,2317.5714285714284,461.5,191.14583333333334,87.0,37417065.49609375,40936706.33984375,-1.000000082690371e-10,-1.000000082690371e-10,0.8334030800133914,40,1
7356,69264.0,77937.0,79675.0,85620.0,87506.0,91591.0,95561.0,97965.0,99226.0,0.12521656271656273,0.1503089628089628,0.23613998613998613,0.2633691383691384,0.32234638484638484,0.37966331716331714,1.2361399861399862,1.2633691383691383,1.3796633171633172,2336.5714285714284,235.75,167.8125,75.125,22543376.93359375,25049007.921875,-1.000000082690371e-10,-1.000000082690371e-10,0.8170376673982175,32,0
8473,52162.0,52248.0,53963.0,56147.0,58466.0,61085.0,63900.0,65293.0,71306.5,0.0016487097887350945,0.03452705034316169,0.07639661055941106,0.12085426172309344,0.17106322610329358,0.22502971511828535,1.0763966105594112,1.1208542617230934,1.2250297151182854,569.2857142857143,289.875,113.20833333333333,43.53125,4194572.96484375,9500559.82788086,-1.000000082690371e-10,-1.000000082690371e-10,0.7064888490418021,64,2
8048,55343.0,56742.0,56827.0,57538.0,61622.0,64953.0,69730.0,72547.0,71306.5,0.02527871636882713,0.026814592631407765,0.03966174583958224,0.11345608297345644,0.17364436333411634,0.25996060929114795,1.0396617458395823,1.1134560829734566,1.259960609291148,313.57142857142856,510.5,168.91666666666666,88.03125,2985509.46484375,17063498.975585938,-1.000000082690371e-10,-1.000000082690371e-10,0.6533818938605619,32,0
3528,70757.0,71683.0,78067.0,98083.0,107278.0,115633.0,126636.0,133544.0,71306.5,0.013087044391367639,0.10331133315431688,0.38619500544115776,0.5161468123295222,0.6342270022753932,0.7897310513447433,1.3861950054411578,1.516146812329522,1.7897310513447433,3903.714285714286,1149.375,403.2916666666667,215.875,171138172.5,183473144.71484375,-1.000000082690371e-10,-1.000000082690371e-10,0.8138203048400037,16,0
1544,85354.0,85546.0,87142.0,93267.0,98362.0,102982.0,109466.0,113417.0,71306.5,0.002249455210066312,0.02094805164374253,0.09270801602736838,0.15240059048199264,0.20652810647421327,0.28249408346416105,1.0927080160273683,1.1524005904819927,1.282494083464161,1130.4285714285713,636.875,231.33333333333334,123.46875,19170363.234375,41666825.22631836,-1.000000082690371e-10,-1.000000082690371e-10,0.7379169503063309,32,0
7921,34859.0,53551.0,55051.0,61110.0,63397.0,67653.0,71770.0,74593.0,77108.0,0.5362173326830948,0.5792478269600391,0.7530623368427092,0.8186694971169569,0.9407613528787401,1.0588657161708597,1.7530623368427092,1.8186694971169568,2.05886571617086,3750.1428571428573,285.875,174.4375,88.21875,47738608.75,34890840.329833984,-1.000000082690371e-10,-1.000000082690371e-10,0.8702201622247973,16,0
451,62237.0,62659.0,68292.0,72360.0,77033.0,80570.0,84153.0,86811.0,71306.5,0.006780532480678696,0.09728939376897987,0.16265244147372143,0.23773639474910424,0.29456754020920034,0.3521377958449154,1.1626524414737214,1.2377363947491042,1.3521377958449154,1446.142857142857,584.125,148.33333333333334,83.0625,21907370.40234375,25319279.93359375,-1.000000082690371e-10,-1.000000082690371e-10,0.8070692194403535,16,0
2022,52133.0,53454.0,55594.0,58002.0,59538.0,62660.0,66760.0,68776.0,70528.0,0.025339036694608023,0.06638789250570656,0.11257744614735388,0.1420405501313947,0.2019258435156235,0.2805708476396908,1.1125774461473539,1.1420405501313946,1.2805708476396909,838.4285714285714,192.0,150.45833333333334,63.0,5057120.875,12193275.76538086,-1.000000082690371e-10,-1.000000082690371e-10,0.7034292770969885,32,0
9990,61208.0,63097.0,65428.0,69634.0,77118.0,84585.0,89227.0,92940.0,71306.5,0.030861978826297216,0.06894523591687361,0.13766174356293295,0.25993334204679125,0.38192719905894656,0.45776695856750754,1.137661743562933,1.2599333420467913,1.4577669585675075,1203.7142857142858,935.5,252.27083333333334,116.03125,23778418.484375,53436958.96069336,-1.000000082690371e-10,-1.000000082690371e-10,0.6805834794883859,16,0
2717,20483.0,22355.0,27128.0,30432.0,32681.0,34997.0,38837.0,40699.0,43400.0,0.09139286237367573,0.3244153688424547,0.48571986525411315,0.5955182346335985,0.7085876092369282,0.8960601474393399,1.4857198652541133,1.5955182346335985,1.89606014743934,1421.2857142857142,281.125,128.25,58.1875,12211574.5,14224414.139648438,-1.000000082690371e-10,-1.000000082690371e-10,0.840429929723026,16,0
8713,41582.0,44903.0,45924.0,47535.0,51135.0,55476.0,59273.0,61473.0,71306.5,0.07986628829782118,0.10442018180943678,0.143162907027079,0.22973882930113992,0.3341349622432783,0.42544851137511425,1.143162907027079,1.22973882930114,1.4254485113751143,850.4285714285714,450.0,169.54166666666666,68.75,6705347.5,18580434.14038086,-1.000000082690371e-10,-1.000000082690371e-10,0.6875629768245286,64,2
5497,68097.0,69058.0,72077.0,76013.0,78513.0,84126.0,88187.0,90531.0,92311.0,0.014112222271172004,0.05844604020735128,0.11624594328678209,0.15295828010044496,0.2353848187144808,0.29502033863459476,1.1162459432867822,1.152958280100445,1.2950203386345949,1130.857142857143,312.5,201.54166666666666,73.25,9716302.96484375,26419142.991210938,-1.000000082690371e-10,-1.000000082690371e-10,0.6498221972674528,64,2
7179,57322.0,57995.0,61318.0,63270.0,66053.0,68569.0,72268.0,74875.0,71306.5,0.011740692927671749,0.06971145458986079,0.10376469767279578,0.15231499249851715,0.19620738983287395,0.2607375876626775,1.1037646976727957,1.1523149924985172,1.2607375876626774,849.7142857142857,347.875,129.47916666666666,81.46875,6288143.5625,11673193.157958984,-1.000000082690371e-10,-1.000000082690371e-10,0.77629590112919,64,2
3931,38525.0,39662.0,41594.0,43841.0,48063.0,52032.0,55374.0,57546.0,59345.0,0.029513303049967552,0.07966255678131083,0.1379883192731992,0.24757949383517197,0.3506035042180402,0.43735236859182347,1.1379883192731992,1.2475794938351719,1.4373523685918235,759.4285714285714,527.75,152.3125,67.875,8824501.49609375,20376877.475585938,-1.000000082690371e-10,-1.000000082690371e-10,0.7061523654401423,48,1
9091,51463.0,52853.0,63231.0,66132.0,71266.0,78391.0,82550.0,85193.0,71306.5,0.027009696286652545,0.2286691409362066,0.2850397372869829,0.38480073062200026,0.5232497133863164,0.6040650564483221,1.2850397372869828,1.3848007306220003,1.604065056448322,2095.5714285714284,641.75,235.08333333333334,82.59375,35541871.40234375,49300235.24609375,-1.000000082690371e-10,-1.000000082690371e-10,0.7354055258467023,64,2
9949,32766.0,34964.0,36545.0,38590.0,43180.0,46847.0,50105.0,53356.0,71306.5,0.06708173106268693,0.11533296710004273,0.17774522370750168,0.3178294573643411,0.4297442470853934,0.5291765854849539,1.1777452237075017,1.317829457364341,1.529176585484954,832.0,573.75,144.27083333333334,101.59375,8709945.484375,18568214.165771484,-1.000000082690371e-10,-1.000000082690371e-10,0.7395781549605852,32,0
8664,56410.0,57794.0,59125.0,61887.0,66758.0,68915.0,72182.0,74522.0,76059.0,0.024534656975713526,0.04812976422620103,0.09709271405779117,0.1834426520120546,0.22168055309342316,0.2795958163446198,1.097092714057791,1.1834426520120547,1.2795958163446197,782.4285714285714,608.875,113.0,73.125,10063897.27734375,14824492.93359375,-1.000000082690371e-10,-1.000000082690371e-10,0.8275089964014394,32,0
