sample_start_ns,sample_end_ns,cpu_idle_percent,cpu_iowait_percent,total_jiffies_delta,idle_jiffies_delta,iowait_jiffies_delta
206542559586990,206542662068296,0.606061,0.000000,165,1,0
206542662068296,206542765080468,1.219512,0.000000,164,2,0
206542765080468,206542868083095,0.000000,0.000000,163,0,0
206542868083095,206542970059850,0.609756,0.000000,164,1,0
206542970059850,206543073070922,0.613497,0.000000,163,1,0
206543073070922,206543176067203,1.829268,0.000000,164,3,0
206543176067203,206543279069941,0.000000,0.000000,164,0,0
206543279069941,206543382069151,1.204819,0.000000,166,2,0
206543382069151,206543484364540,0.617284,0.000000,162,1,0
206543484364540,206543587055165,1.212121,0.606061,165,2,1
206543587055165,206543691073075,0.598802,0.000000,167,1,0
206543691073075,206543796069419,0.602410,0.000000,166,1,0
206543796069419,206543899081797,1.829268,0.000000,164,3,0
206543899081797,206544002069089,0.598802,0.000000,167,1,0
206544002069089,206544106708216,1.234568,0.000000,162,2,0
206544106708216,206544208063322,0.613497,0.000000,163,1,0
206544208063322,206544311077495,1.840491,0.000000,163,3,0
206544311077495,206544415701062,0.598802,0.000000,167,1,0
206544415701062,206544516995507,1.875000,0.000000,160,3,0
206544516995507,206544618316753,1.226994,0.000000,163,2,0
206544618316753,206544720695951,1.219512,0.609756,164,2,1
206544720695951,206544823058778,0.000000,0.000000,163,0,0
206544823058778,206544927123138,2.409639,0.602410,166,4,1
206544927123138,206545030071500,0.000000,0.000000,168,0,0
206545030071500,206545135086880,3.680982,1.840491,163,6,3
206545135086880,206545237682816,0.000000,0.000000,163,0,0
206545237682816,206545340080829,2.484472,0.000000,161,4,0
206545340080829,206545442538520,1.219512,0.609756,164,2,1
206545442538520,206545545072197,0.606061,0.000000,165,1,0
206545545072197,206545648078078,0.609756,0.000000,164,1,0
206545648078078,206545751081128,1.829268,0.000000,164,3,0
206545751081128,206545854070631,0.609756,0.000000,164,1,0
206545854070631,206545957065201,0.609756,0.000000,164,1,0
206545957065201,206546060062845,0.609756,0.000000,164,1,0
206546060062845,206546163074947,0.606061,0.000000,165,1,0
206546163074947,206546266077498,0.617284,0.000000,162,1,0
206546266077498,206546368080572,1.219512,0.000000,164,2,0
206546368080572,206546471069611,0.606061,0.000000,165,1,0
206546471069611,206546575125970,1.204819,0.000000,166,2,0
206546575125970,206546678073619,0.609756,0.000000,164,1,0
206546678073619,206546780436264,1.234568,0.000000,162,2,0
206546780436264,206546883061614,0.613497,0.000000,163,1,0
206546883061614,206546985094950,0.609756,0.000000,164,1,0
206546985094950,206547088073059,1.226994,0.000000,163,2,0
206547088073059,206547191080704,0.606061,0.000000,165,1,0
206547191080704,206547294087167,0.609756,0.000000,164,1,0
206547294087167,206547396061379,0.000000,0.000000,162,0,0
206547396061379,206547499072387,0.609756,0.000000,164,1,0
206547499072387,206547600977211,0.613497,0.000000,163,1,0
206547600977211,206547705072919,0.602410,0.000000,166,1,0
206547705072919,206547808071887,1.226994,0.000000,163,2,0
206547808071887,206547911073316,0.606061,0.000000,165,1,0
206547911073316,206548014068927,0.609756,0.000000,164,1,0
206548014068927,206548117082998,0.606061,0.000000,165,1,0
206548117082998,206548220073034,1.219512,0.000000,164,2,0
206548220073034,206548322884220,0.613497,0.000000,163,1,0
206548322884220,206548426082203,0.602410,0.000000,166,1,0
206548426082203,206548529080294,1.219512,0.000000,164,2,0
206548529080294,206548633080616,0.000000,0.000000,166,0,0
206548633080616,206548736068672,0.609756,0.000000,164,1,0
206548736068672,206548839068322,0.000000,0.000000,165,0,0
206548839068322,206548942076175,1.219512,0.609756,164,2,1
206548942076175,206549045050871,0.617284,0.000000,162,1,0
206549045050871,206549147071556,0.609756,0.000000,164,1,0
206549147071556,206549249380804,0.000000,0.000000,163,0,0
206549249380804,206549352080632,0.602410,0.000000,166,1,0
206549352080632,206549459099587,0.595238,0.000000,168,1,0
206549459099587,206549560524169,0.617284,0.000000,162,1,0
206549560524169,206549663059829,0.606061,0.000000,165,1,0
206549663059829,206549766075998,0.609756,0.000000,164,1,0
206549766075998,206549869080078,1.219512,0.000000,164,2,0
206549869080078,206549972059307,0.621118,0.000000,161,1,0
206549972059307,206550074068055,1.204819,0.000000,166,2,0
206550074068055,206550176430105,1.840491,0.613497,163,3,1
206550176430105,206550279076427,1.818182,0.606061,165,3,1
206550279076427,206550382067533,3.067485,1.226994,163,5,2
206550382067533,206550487085330,1.197605,0.598802,167,2,1
206550487085330,206550590068421,1.818182,0.000000,165,3,0
206550590068421,206550692072556,0.000000,0.000000,162,0,0
206550692072556,206550795072573,1.212121,0.000000,165,2,0
206550795072573,206550898066357,0.609756,0.000000,164,1,0
206550898066357,206551000387864,0.621118,0.000000,161,1,0
206551000387864,206551102703451,0.609756,0.000000,164,1,0
206551102703451,206551205091166,1.226994,0.000000,163,2,0
206551205091166,206551308054703,0.609756,0.000000,164,1,0
206551308054703,206551411091614,0.591716,0.000000,169,1,0
206551411091614,206551515796522,0.000000,0.000000,164,0,0
206551515796522,206551618098217,1.226994,0.000000,163,2,0
206551618098217,206551721073076,0.000000,0.000000,165,0,0
206551721073076,206551824080588,1.234568,0.000000,162,2,0
206551824080588,206551927072848,0.606061,0.000000,165,1,0
206551927072848,206552030064521,0.606061,0.000000,165,1,0
206552030064521,206552132298547,0.000000,0.000000,163,0,0
206552132298547,206552235055958,0.609756,0.000000,164,1,0
206552235055958,206552337128316,21.739130,1.863354,161,35,3
206552337128316,206552437474308,90.000000,2.500000,160,144,4
206552437474308,206552537855451,92.546584,0.000000,161,149,0
206552537855451,206552638224883,93.710692,0.000000,159,149,0
206552638224883,206552738557996,91.925466,0.000000,161,148,0
206552738557996,206552838921251,78.980892,0.000000,157,124,0
206552838921251,206552939289086,79.746835,0.000000,158,126,0
206552939289086,206553039656582,79.245283,0.000000,159,126,0
206553039656582,206553140019622,81.761006,0.000000,159,130,0
206553140019622,206553240389681,93.750000,0.000000,160,150,0
206553240389681,206553340759047,93.750000,0.000000,160,150,0
206553340759047,206553441190614,93.167702,0.000000,161,150,0
206553441190614,206553541622431,99.378882,0.000000,161,160,0
206553541622431,206553642930374,98.757764,0.000000,161,159,0
206553642930374,206553744157285,98.136646,0.000000,161,158,0
206553744157285,206553845102482,96.226415,0.000000,159,153,0
