query_id,num_postings,d1,d2,d4,d8,d16,d32,d64,d96,d128,margin_2,margin_4,margin_8,margin_16,margin_32,margin_64,ratio_8,ratio_16,ratio_64,dist_var_top16,dist_var_top64,slope_1_8,slope_8_64,min_B
15,128,49518.0,50463.0,52750.0,56992.0,58198.0,61751.0,65161.0,67457.0,69223.0,0.019083969465648856,0.06526919504018741,0.15093501353043337,0.1752897936104043,0.24704147986590735,0.31590532735570903,1.1509350135304335,1.1752897936104043,1.315905327355709,9009773.80859375,13806332.13256836,1067.7142857142858,145.875,32
16,125,34458.0,36803.0,48193.0,49879.0,52620.0,56165.0,59599.0,61639.0,,0.0680538626733995,0.3986011956584828,0.4475303267746242,0.5270764408845551,0.6299553079110801,0.7296128620349411,1.4475303267746242,1.5270764408845552,1.7296128620349411,25066261.484375,23020323.52709961,2203.0,173.57142857142858,80
17,127,53068.0,53323.0,53901.0,54610.0,57448.0,60820.0,63408.0,64784.0,,0.0048051556493555435,0.015696841787894777,0.029057058867867643,0.08253561468304817,0.14607673174040853,0.19484435064445618,1.0290570588678676,1.0825356146830483,1.1948443506444562,1746769.859375,9655386.0,220.28571428571428,157.10714285714286,128
18,125,56634.0,58935.0,61330.0,62428.0,64924.0,68451.0,72216.0,74015.0,,0.040629303951689795,0.08291838824734259,0.10230603524384645,0.14637850054737436,0.20865557792138997,0.2751350778684183,1.1023060352438465,1.1463785005473743,1.2751350778684183,4857253.93359375,13195608.80834961,827.7142857142857,174.78571428571428,128
19,124,38574.0,38993.0,41148.0,43393.0,46420.0,49392.0,52114.0,53817.0,,0.010862238813708716,0.06672888474101726,0.12492870845647328,0.20340125473116608,0.2804479701353243,0.3510136361279618,1.1249287084564732,1.203401254731166,1.3510136361279619,5437809.46484375,12203522.251708984,688.4285714285714,155.73214285714286,16
20,128,23103.0,23355.0,25721.0,29452.0,31610.0,34805.0,37424.0,39816.0,41010.0,0.01090767432800935,0.11331861662987491,0.27481279487512444,0.3682205774141886,0.50651430550145,0.6198762065532615,1.2748127948751244,1.3682205774141887,1.6198762065532615,8506711.71484375,14142592.530273438,907.0,142.35714285714286,16
21,128,30391.0,31045.0,33032.0,36060.0,37659.0,38815.0,41873.0,44224.0,45777.0,0.021519528807870753,0.08690072718897042,0.186535487479846,0.239149748280741,0.27718732519495903,0.3778092198348195,1.186535487479846,1.239149748280741,1.3778092198348195,6182878.734375,6864342.99609375,809.8571428571429,103.80357142857143,32
22,128,29018.0,30850.0,31731.0,36649.0,37954.0,39981.0,42324.0,44269.0,45386.0,0.06313322765180233,0.09349369356950858,0.2629747053552967,0.3079467916465642,0.37779998621545247,0.4585429733269005,1.2629747053552967,1.3079467916465641,1.4585429733269006,7850263.0,7962674.87109375,1090.142857142857,101.33928571428571,16
23,128,43074.0,50087.0,51304.0,53179.0,55973.0,60191.0,63728.0,66441.0,68494.0,0.16281283372800298,0.19106653665784465,0.23459627617588336,0.2994613920230301,0.39738589404281005,0.4795003946696383,1.2345962761758833,1.2994613920230302,1.4795003946696383,8435200.93359375,18490847.42944336,1443.5714285714287,188.375,48
24,128,23786.0,24507.0,36297.0,44617.0,48572.0,52296.0,55595.0,57455.0,59495.0,0.03031194820482637,0.5259816698898512,0.8757672580509543,1.042041537038594,1.1986042209703187,1.3372992516606408,1.8757672580509543,2.0420415370385943,2.3372992516606406,60956516.125,43443687.67163086,2975.8571428571427,196.03571428571428,32
25,127,60172.0,61968.0,62773.0,67916.0,69562.0,75729.0,82744.0,87538.0,,0.02984776972678322,0.04322608522236256,0.12869773316492722,0.15605264907265837,0.25854217908661836,0.3751246426909526,1.1286977331649273,1.1560526490726584,1.3751246426909527,8877497.05859375,35817570.41308594,1106.2857142857142,264.7857142857143,32
26,128,30213.0,32151.0,37148.0,40286.0,42827.0,46353.0,49307.0,51324.0,53435.0,0.06414457352795154,0.22953695429119916,0.3333995300036408,0.41750239962929864,0.5342071293813921,0.6319796114255453,1.3333995300036408,1.4175023996292986,1.6319796114255454,12451158.234375,16920281.70678711,1439.0,161.08928571428572,48
27,127,30723.0,34510.0,36650.0,39135.0,43105.0,45499.0,48926.0,51480.0,,0.12326270221007063,0.19291735833089216,0.27380138658334147,0.40302053835888424,0.48094261628096213,0.5924877127884647,1.2738013865833415,1.4030205383588843,1.5924877127884647,9410710.8125,14678153.66381836,1201.7142857142858,174.83928571428572,16
28,127,36383.0,41360.0,43467.0,45270.0,48164.0,51838.0,55113.0,57875.0,,0.13679465684522993,0.19470631888519363,0.24426243025588873,0.32380507379820245,0.42478630129456063,0.5148008685375037,1.2442624302558887,1.3238050737982026,1.5148008685375038,7800794.234375,15643142.329833984,1269.5714285714287,175.76785714285714,80
29,128,25217.0,27012.0,27689.0,29002.0,31864.0,35502.0,38846.0,41462.0,43294.0,0.0711821390331919,0.09802910734821747,0.15009715668001744,0.26359202125550224,0.4078597771344728,0.5404687314113494,1.1500971566800176,1.2635920212555023,1.5404687314113494,3180902.80859375,12398378.68359375,540.7142857142857,175.78571428571428,16
30,127,41257.0,42975.0,56984.0,58379.0,62938.0,65917.0,69765.0,72726.0,,0.041641418425964076,0.38119591826841503,0.4150083622173207,0.5255108224058948,0.5977167510967836,0.6909857721113993,1.4150083622173206,1.5255108224058949,1.6909857721113992,44108868.6875,32172848.435302734,2446.0,203.32142857142858,16
31,127,67137.0,67210.0,72154.0,74544.0,77727.0,84828.0,89631.0,92248.0,,0.0010873288946482566,0.0747277954034288,0.11032664551588543,0.15773716430582244,0.2635059654140042,0.33504624871531347,1.1103266455158853,1.1577371643058225,1.3350462487153134,10197525.234375,34344763.607177734,1058.142857142857,269.4107142857143,16
32,128,35180.0,41292.0,45352.0,50421.0,56352.0,60178.0,66305.0,70298.0,73353.0,0.17373507674815236,0.28914155770324046,0.4332291074474133,0.6018192154633314,0.7105741898806139,0.8847356452529846,1.4332291074474133,1.6018192154633315,1.8847356452529846,32859304.375,43161202.296875,2177.285714285714,283.64285714285717,16
33,128,72973.0,75026.0,84184.0,91878.0,97260.0,107355.0,119858.0,123922.0,127819.0,0.0281336932838173,0.15363216532142024,0.2590684225672509,0.33282172858454495,0.47116056623682734,0.6424979101859591,1.2590684225672508,1.332821728584545,1.6424979101859591,50483045.3125,133951934.49609375,2700.714285714286,499.64285714285717,16
34,128,41196.0,49225.0,62075.0,64790.0,69506.0,72473.0,77693.0,80606.0,82797.0,0.19489756287018156,0.5068210505874357,0.5727255073308088,0.68720264103311,0.7592241965239344,0.8859355277211379,1.5727255073308088,1.68720264103311,1.885935527721138,55841955.5625,39083851.99609375,3370.5714285714284,230.41071428571428,32
35,127,51875.0,59577.0,63136.0,67259.0,71981.0,78093.0,84223.0,88596.0,,0.1484722891566265,0.21707951807228915,0.2965590361445783,0.3875855421686747,0.5054072289156627,0.6235759036144578,1.2965590361445782,1.3875855421686747,1.623575903614458,26796253.33984375,45261543.40991211,2197.714285714286,302.92857142857144,16
36,127,25571.0,56821.0,64438.0,69190.0,73498.0,78758.0,84600.0,87837.0,,1.2220875210199054,1.5199640217433812,1.705799538539752,1.874271635837472,2.0799734073755425,2.3084353369050876,2.705799538539752,2.8742716358374722,3.3084353369050876,123838665.71484375,76319595.94506836,6231.285714285715,275.17857142857144,16
37,128,27841.0,51072.0,69112.0,77259.0,83433.0,92445.0,97233.0,101582.0,104897.0,0.8344168672102296,1.4823820983441687,1.775008081606264,1.996767357494343,2.3204626270608095,2.492439208361769,2.775008081606264,2.9967673574943428,3.492439208361769,194392116.234375,135258623.1364746,7059.714285714285,356.67857142857144,16
38,127,31436.0,64784.0,73317.0,79370.0,84657.0,88842.0,94487.0,98111.0,,1.06082198753022,1.3322623743478814,1.524812317088688,1.6929952920218858,1.8261229164015778,2.0056941086652245,2.524812317088688,2.6929952920218856,3.0056941086652245,157545626.859375,85777676.34155273,6847.714285714285,269.94642857142856,16
39,128,29738.0,31260.0,32057.0,32960.0,35649.0,38024.0,42068.0,43942.0,45318.0,0.0511803080234044,0.07798103436680341,0.10834622368686529,0.1987692514627749,0.2786333983455511,0.4146210236061605,1.1083462236868653,1.1987692514627748,1.4146210236061605,3152204.02734375,10005562.88647461,460.2857142857143,162.64285714285714,32
40,127,57192.0,59673.0,62149.0,65616.0,67717.0,72175.0,76419.0,79953.0,,0.043380193033990766,0.08667296125332215,0.14729332773814519,0.1840292348580221,0.2619771996083368,0.3361833822912295,1.1472933277381452,1.1840292348580221,1.3361833822912295,9219379.234375,20726759.43359375,1203.4285714285713,192.91071428571428,40
41,128,35228.0,37906.0,38543.0,40150.0,41249.0,43139.0,46319.0,48170.0,49482.0,0.07601907573521063,0.094101283070285,0.1397184058135574,0.17091518110593845,0.22456568638582947,0.3148347905075508,1.1397184058135574,1.1709151811059384,1.3148347905075508,2441646.18359375,5802339.818115234,703.1428571428571,110.16071428571429,40
42,128,44055.0,50289.0,55481.0,60009.0,62585.0,66910.0,72754.0,75284.0,78132.0,0.141504937010555,0.259357621155374,0.36213823629553965,0.4206106003858813,0.5187833390080581,0.6514357053682897,1.3621382362955397,1.4206106003858814,1.6514357053682895,23111479.43359375,32006076.05834961,2279.1428571428573,227.58928571428572,32
43,128,37494.0,65405.0,70649.0,72708.0,76035.0,80003.0,84016.0,86737.0,87933.0,0.7444124393236251,0.884274817304102,0.939190270443271,1.0279244679148665,1.1337547340907879,1.2407851922974342,1.9391902704432709,2.0279244679148665,2.2407851922974342,81059169.609375,44112697.75683594,5030.571428571428,201.92857142857142,16
44,128,31957.0,43380.0,46721.0,54224.0,57661.0,61005.0,65792.0,69101.0,71320.0,0.35744907219075633,0.4619958068654755,0.696780048189755,0.8043308195387552,0.9089714303595456,1.0587664674406234,1.696780048189755,1.8043308195387553,2.0587664674406234,42908125.18359375,36482685.28881836,3181.0,206.57142857142858,32
45,128,29434.0,35447.0,42378.0,48209.0,52160.0,57101.0,63704.0,66966.0,69070.0,0.2042875586056941,0.4397635387646939,0.6378677719643949,0.7721002921791126,0.9399673846571992,1.1642997893592444,1.6378677719643948,1.7721002921791127,2.1642997893592444,39672092.234375,46997578.26147461,2682.1428571428573,276.69642857142856,16
46,127,39658.0,40688.0,42230.0,45615.0,53005.0,61165.0,66817.0,70555.0,,0.025972061122598214,0.0648545060265268,0.15020928942458017,0.33655252408089165,0.5423117655958445,0.6848302990569368,1.1502092894245801,1.3365525240808915,1.6848302990569368,15234827.99609375,60346400.80053711,851.0,378.60714285714283,16
47,127,85449.0,87328.0,95315.0,99520.0,103392.0,106573.0,111354.0,115694.0,,0.021989724865124224,0.11546068415078,0.16467132441573337,0.2099849032756381,0.24721178714788938,0.3031632903837377,1.1646713244157334,1.209984903275638,1.3031632903837376,26785035.21484375,29535179.936523438,2010.142857142857,211.32142857142858,40
48,128,47912.0,50574.0,68272.0,71879.0,78417.0,86575.0,93313.0,98014.0,102251.0,0.05556019368842879,0.4249457338453832,0.5002295875772249,0.636688094840541,0.8069585907497078,0.9475914175989314,1.500229587577225,1.636688094840541,1.9475914175989313,99713352.75,101172618.1875,3423.8571428571427,382.75,16
49,128,25156.0,26022.0,31889.0,34629.0,38295.0,42804.0,48429.0,51304.0,54046.0,0.034425186834154874,0.2676498648433773,0.37657020193989504,0.5223008427412943,0.7015423755764032,0.9251470822070281,1.376570201939895,1.5223008427412943,1.9251470822070282,17362244.18359375,28532674.669677734,1353.2857142857142,246.42857142857142,16
50,127,32812.0,60479.0,67721.0,74173.0,80454.0,85065.0,93050.0,96376.0,,0.8431976106302572,1.0639095452883092,1.2605449225892966,1.4519687919054005,1.592496647567963,1.8358527368036084,2.2605449225892964,2.4519687919054003,2.8358527368036084,136400887.5,97331229.81152344,5908.714285714285,337.0892857142857,32
51,128,45219.0,47055.0,49387.0,50194.0,57012.0,61464.0,64982.0,68619.0,70535.0,0.04060240164532608,0.09217364382228709,0.1100201242840399,0.26079745239832813,0.3592516420088901,0.43705079723125234,1.11002012428404,1.260797452398328,1.4370507972312523,12192787.15234375,28979594.27709961,710.7142857142857,264.07142857142856,48
52,128,29164.0,31220.0,32840.0,37350.0,40563.0,42327.0,45406.0,47705.0,49136.0,0.07049787409134549,0.12604580990261965,0.28068852009326567,0.3908585927856261,0.45134412289123577,0.556919489781923,1.2806885200932656,1.390858592785626,1.556919489781923,12248273.625,13485616.81616211,1169.4285714285713,143.85714285714286,32
53,128,36900.0,39953.0,43065.0,44978.0,48606.0,52400.0,56379.0,58913.0,61420.0,0.08273712737127371,0.16707317073170733,0.2189159891598916,0.3172357723577236,0.42005420054200543,0.5278861788617886,1.2189159891598915,1.3172357723577235,1.5278861788617886,7414410.109375,20955935.93334961,1154.0,203.58928571428572,16
54,128,22482.0,23072.0,23743.0,25258.0,26639.0,28070.0,29832.0,31417.0,33170.0,0.02624321679565875,0.05608931589716217,0.12347655902499778,0.18490347833822612,0.2485543990748154,0.3269282092340539,1.1234765590249978,1.1849034783382262,1.326928209234054,1404260.859375,3283266.390625,396.57142857142856,81.67857142857143,16
55,128,32805.0,34461.0,36200.0,38996.0,42761.0,49298.0,57437.0,62820.0,67340.0,0.050480109739369,0.10349032159731748,0.18872123151958542,0.3034903215973175,0.5027587258039933,0.7508611492150586,1.1887212315195854,1.3034903215973175,1.7508611492150588,6553326.08984375,44851557.39746094,884.4285714285714,329.30357142857144,16
56,128,30238.0,33101.0,34340.0,37941.0,39751.0,41928.0,43643.0,44977.0,46021.0,0.0946821879753952,0.13565712017990608,0.25474568423837557,0.31460414048548185,0.3865996428335207,0.4433163569019115,1.2547456842383755,1.3146041404854818,1.4433163569019114,7060114.55859375,7753979.671630859,1100.4285714285713,101.82142857142857,128
57,127,26553.0,27938.0,35870.0,41731.0,44812.0,49622.0,52927.0,54846.0,,0.05215983128083456,0.35088313938161414,0.5716114939931458,0.6876435807630022,0.8687907204459007,0.9932587654878922,1.5716114939931458,1.6876435807630024,1.9932587654878922,30302923.734375,30906543.298583984,2168.285714285714,199.92857142857142,16
58,128,64861.0,70251.0,77814.0,80745.0,84238.0,92167.0,99583.0,104995.0,107735.0,0.08310078475509165,0.19970398236228243,0.24489292487010683,0.2987465503152896,0.4209925841414718,0.5353293967098873,1.2448929248701068,1.2987465503152895,1.5353293967098873,26016242.58984375,60869490.38647461,2269.1428571428573,336.39285714285717,64
59,128,16138.0,19651.0,23580.0,24473.0,26075.0,28792.0,31528.0,33690.0,35767.0,0.21768496715826,0.46114760193332505,0.5164828355434379,0.6157516420869996,0.7841120337092576,0.9536497707274755,1.5164828355434379,1.6157516420869997,1.9536497707274756,6457683.609375,9092188.361083984,1190.7142857142858,125.98214285714286,16
60,128,51964.0,53606.0,57152.0,61360.0,63629.0,67038.0,70334.0,72940.0,74763.0,0.031598799168655226,0.09983834962666462,0.18081748903086753,0.2244823339234855,0.290085443768763,0.3535139712108383,1.1808174890308676,1.2244823339234856,1.3535139712108382,12740647.625,17474321.55859375,1342.2857142857142,160.25,16
61,128,32686.0,33041.0,35664.0,38586.0,40852.0,46585.0,51405.0,53431.0,55919.0,0.01086091904791042,0.09110934344979502,0.18050541516245489,0.2498317322401028,0.4252279263293153,0.572691672275592,1.1805054151624548,1.2498317322401027,1.572691672275592,6645540.71484375,28088967.78125,842.8571428571429,228.91071428571428,32
62,128,24569.0,24929.0,25829.0,28128.0,33487.0,36830.0,42486.0,47302.0,51055.0,0.014652611013879279,0.051284138548577475,0.14485734055110097,0.36297773617159834,0.49904351011437176,0.7292523098213195,1.1448573405511009,1.3629777361715985,1.7292523098213195,8562718.75,25959860.93334961,508.42857142857144,256.39285714285717,16
63,128,38525.0,39552.0,42527.0,44209.0,45450.0,48790.0,52866.0,55333.0,57216.0,0.02665801427644387,0.10388059701492537,0.14754055807916938,0.17975340687865024,0.2664503569110967,0.37225178455548347,1.1475405580791693,1.1797534068786502,1.3722517845554834,3944061.75,11669053.09375,812.0,154.58928571428572,32
64,128,26353.0,39952.0,40654.0,46859.0,54720.0,61521.0,70136.0,76336.0,81097.0,0.5160323302849771,0.5426706636815543,0.7781277273934656,1.0764239365537132,1.3344970212120062,1.6614047736500588,1.7781277273934657,2.076423936553713,2.661404773650059,43685165.99609375,86723393.54663086,2929.4285714285716,415.6607142857143,16
65,127,36877.0,37304.0,40024.0,44503.0,47506.0,50477.0,56159.0,57720.0,,0.011579033001599914,0.08533774439352441,0.20679556363044715,0.2882284350679285,0.3687935569596225,0.5228733356834884,1.2067955636304473,1.2882284350679285,1.5228733356834883,11103369.1875,22574080.15209961,1089.4285714285713,208.14285714285714,40
66,128,58941.0,59902.0,63305.0,65232.0,72394.0,80034.0,88084.0,93590.0,98745.0,0.016304440033253594,0.074040141836752,0.10673385249656436,0.22824519434688925,0.3578663409171884,0.4944435961385114,1.1067338524965644,1.2282451943468893,1.4944435961385114,15716822.83984375,69367176.52734375,898.7142857142857,408.07142857142856,80
67,127,34360.0,36388.0,37495.0,44166.0,50758.0,53249.0,60045.0,64171.0,,0.059022118742724096,0.09123981373690337,0.28538998835855645,0.4772409778812573,0.5497380675203726,0.7475261932479628,1.2853899883585564,1.4772409778812572,1.7475261932479627,29133937.6875,40148832.72558594,1400.857142857143,283.55357142857144,16
68,128,26093.0,26474.0,28267.0,29875.0,32837.0,36664.0,39869.0,42236.0,44389.0,0.014601617291994022,0.08331736481048557,0.14494308818457058,0.25846012340474456,0.4051278120568735,0.5279576898018625,1.1449430881845706,1.2584601234047446,1.5279576898018625,4891953.609375,13593521.458740234,540.2857142857143,178.46428571428572,16
69,128,63727.0,66041.0,69899.0,73810.0,77002.0,79645.0,84879.0,88051.0,90078.0,0.036311139705305445,0.09685062846203336,0.15822178982221036,0.2083104492601252,0.24978423588118065,0.33191582845575657,1.1582217898222105,1.2083104492601253,1.3319158284557566,13775734.484375,19880032.359375,1440.4285714285713,197.66071428571428,48
70,128,6459.0,10483.0,13973.0,15099.0,18305.0,21194.0,23750.0,25109.0,26543.0,0.623006657377303,1.1633379780151727,1.3376683697166745,1.8340300356092274,2.2813128967332403,2.67703978944109,2.3376683697166745,2.8340300356092274,3.67703978944109,9068238.25,12277515.611083984,1234.2857142857142,154.48214285714286,16
71,128,48934.0,49640.0,53677.0,55235.0,62338.0,68698.0,75377.0,79066.0,83038.0,0.014427596354273103,0.09692647239138431,0.1287652756774431,0.2739199738423182,0.40389095516409856,0.540380921240855,1.1287652756774431,1.2739199738423181,1.540380921240855,16168084.75,52180214.15625,900.1428571428571,359.67857142857144,40
72,125,82166.0,82415.0,82936.0,88814.0,99146.0,103994.0,108936.0,112157.0,,0.003030450551322932,0.009371272789231555,0.08090937857507971,0.2066548207287686,0.2656573278485018,0.3258038604775698,1.0809093785750796,1.2066548207287686,1.3258038604775697,34624713.4375,54735223.876708984,949.7142857142857,359.32142857142856,40
73,128,57062.0,62542.0,66117.0,76893.0,84044.0,90257.0,94980.0,99556.0,102569.0,0.09603589078546143,0.158687042164663,0.3475342609792857,0.47285408853527744,0.5817356559531738,0.6645052749640742,1.3475342609792857,1.4728540885352774,1.664505274964074,63437413.375,74032032.078125,2833.0,322.98214285714283,16
74,127,37410.0,39210.0,40054.0,42046.0,45193.0,48187.0,50917.0,52579.0,,0.048115477145148355,0.0706762897620957,0.12392408446939321,0.20804597701149424,0.2880780539962577,0.36105319433306604,1.1239240844693932,1.2080459770114942,1.361053194333066,5152535.77734375,12082841.782958984,662.2857142857143,158.41071428571428,48
75,127,62275.0,66513.0,72791.0,78913.0,84462.0,90315.0,94612.0,98556.0,,0.06805299076676034,0.16886391007627458,0.26716981132075474,0.3562745885186672,0.45026093938177436,0.5192613408269772,1.2671698113207548,1.3562745885186671,1.519261340826977,39776915.77734375,50731777.27734375,2376.8571428571427,280.3392857142857,64
76,127,44583.0,54154.0,56564.0,61635.0,66322.0,70232.0,74993.0,78562.0,,0.21467824058497634,0.26873471951192157,0.38247762600094204,0.48760738398044096,0.5753089742727049,0.6820985577462262,1.3824776260009422,1.487607383980441,1.6820985577462262,31729254.875,35633254.333740234,2436.0,238.53571428571428,32
77,127,62018.0,64283.0,76329.0,84377.0,89329.0,95618.0,101883.0,105343.0,,0.03652165500338611,0.23075558708761973,0.3605243638943533,0.44037215002096164,0.5417781934277145,0.6427972524105905,1.3605243638943532,1.4403721500209616,1.6427972524105905,75233840.80859375,76569815.28295898,3194.1428571428573,312.60714285714283,32
78,128,44536.0,46449.0,52744.0,56880.0,62095.0,66128.0,70409.0,72731.0,74604.0,0.04295401472965691,0.18430034129692832,0.2771690317945033,0.39426531345428417,0.4848212681875337,0.5809457517513922,1.2771690317945033,1.3942653134542842,1.580945751751392,29005502.75,32950968.889648438,1763.4285714285713,241.58928571428572,32
79,128,24482.0,31474.0,35245.0,37033.0,41458.0,45334.0,49164.0,51343.0,52692.0,0.2855975818969039,0.4396291152683604,0.5126623641859325,0.6934074013560984,0.8517278000163385,1.0081692672167306,1.5126623641859325,1.6934074013560985,2.0081692672167306,19070666.75,24387984.087646484,1793.0,216.625,16
80,128,58657.0,59410.0,61300.0,66355.0,73075.0,78221.0,86175.0,89835.0,93259.0,0.012837342516664678,0.04505856078558399,0.1312375334572174,0.2458018650800416,0.3335322297424007,0.4691341186900114,1.1312375334572173,1.2458018650800415,1.4691341186900113,24729489.984375,57729369.032958984,1099.7142857142858,353.92857142857144,16
81,128,62469.0,65904.0,69822.0,71520.0,76945.0,80948.0,86240.0,89614.0,92238.0,0.054987273687749125,0.11770638236565337,0.14488786438073284,0.23173093854551857,0.2958107221181706,0.3805247402711745,1.1448878643807328,1.2317309385455186,1.3805247402711744,14311864.90234375,28685906.48803711,1293.0,262.85714285714283,96
82,126,56387.0,60486.0,65906.0,69233.0,72984.0,76156.0,80261.0,83461.0,,0.07269406068774717,0.16881550712043555,0.22781846879599907,0.294340894177736,0.35059499530033517,0.4233954634933584,1.227818468795999,1.294340894177736,1.4233954634933583,19427377.99609375,23129134.686523438,1835.142857142857,196.92857142857142,32
83,127,34192.0,39452.0,46349.0,50024.0,53086.0,56552.0,62042.0,64662.0,,0.15383715489003275,0.3555510060832943,0.4630322882545625,0.5525854000935891,0.6539541413196069,0.8145180159101544,1.4630322882545626,1.5525854000935893,1.8145180159101544,25133868.30859375,31010113.0625,2261.714285714286,214.60714285714286,16
84,127,37125.0,52582.0,53180.0,55987.0,59162.0,61098.0,63918.0,66037.0,,0.41635016835016836,0.4324579124579125,0.5080673400673401,0.5935892255892256,0.6457373737373737,0.7216969696969697,1.5080673400673401,1.5935892255892257,1.7216969696969697,26389789.12109375,17489449.118896484,2694.5714285714284,141.625,128
85,128,49541.0,49645.0,81568.0,90196.0,104005.0,113359.0,128159.0,139306.0,147176.0,0.002099271310631598,0.6464746371692134,0.8206334147473809,1.099372237136917,1.288185543287378,1.5869279990311056,1.820633414747381,2.099372237136917,2.5869279990311056,353989793.609375,319481359.0563965,5807.857142857143,677.9107142857143,16
