query_id,d1,d2,d4,d8,d16,d32,d64,margin_2,margin_4,margin_8,margin_16,margin_32,margin_64,ratio_8,ratio_16,ratio_64,slope_1_8,slope_8_16,slope_16_64,var_16,var_64,entropy_16,entropy_64,margin_16_32_ratio
16,42635.0,51477.0,52969.0,56656.0,59252.0,63257.0,67929.0,0.2073882960009382,0.24238301864665182,0.32886126421953793,0.38975020523044446,0.48368711152808724,0.5932684414213675,1.3288612642195379,1.3897502052304445,1.5932684414213674,2003.0,324.5,180.77083333333334,15440182.87109375,24475174.876708984,,,0.8057899330811754
18,13564.0,14632.0,17274.0,18654.0,21956.0,25079.0,30828.0,0.07873783544677086,0.27351813624299615,0.3752580359775877,0.6186965496903568,0.848938366263639,1.2727808905927456,1.3752580359775877,1.618696549690357,2.2727808905927454,727.1428571428571,412.75,184.83333333333334,5504100.984375,19777138.24609375,,,0.7287885366912722
21,50966.0,54462.0,58907.0,63435.0,66697.0,71763.0,77841.0,0.06859474944080367,0.15580975552329004,0.24465329827728288,0.30865675155986344,0.40805635129301887,0.5273123258643017,1.2446532982772829,1.3086567515598635,1.5273123258643018,1781.2857142857142,407.75,232.16666666666666,19627657.359375,39378866.83984375,,,0.7564071741116507
22,50107.0,50403.0,59887.0,63481.0,67870.0,72355.0,77830.0,0.005907358253337857,0.1951823098569062,0.2669088151356098,0.35450136707446067,0.444009818987367,0.5532759893827209,1.2669088151356098,1.3545013670744606,1.553275989382721,1910.5714285714287,548.625,207.5,26766192.234375,37386035.84350586,,,0.7984088457389429
24,58964.0,60534.0,65001.0,66184.0,71004.0,74979.0,79868.0,0.026626416118309477,0.10238450580014924,0.122447595142799,0.20419238857608032,0.271606403907469,0.3545214028898989,1.122447595142799,1.2041923885760804,1.3545214028898989,1031.4285714285713,602.5,184.66666666666666,12512569.74609375,25707284.837646484,,,0.7517951920074929
25,45284.0,53594.0,54959.0,57319.0,61854.0,67716.0,72785.0,0.1835085239819804,0.21365162088154757,0.2657671583782351,0.3659129052203869,0.49536260047698966,0.6073005918205105,1.265767158378235,1.3659129052203869,1.6073005918205105,1719.2857142857142,566.875,227.72916666666666,16959782.90234375,32529483.452148438,,,0.7386768901569187
26,49173.0,50160.0,60503.0,63571.0,64785.0,68336.0,73842.0,0.020071990726618267,0.23041099790535458,0.2928029609745185,0.3174913062046245,0.38970573282085696,0.5016777499847477,1.2928029609745186,1.3174913062046245,1.5016777499847478,2056.8571428571427,151.75,188.6875,22197674.0,23642479.569335938,,,0.8146949851275898
27,47870.0,48522.0,50754.0,58484.0,62629.0,66212.0,69937.0,0.013620221433047837,0.06024650094004596,0.2217255065803217,0.30831418424900775,0.38316273240025067,0.4609776477961145,1.2217255065803216,1.3083141842490078,1.4609776477961145,1516.2857142857142,518.125,152.25,27728497.734375,30274991.154052734,,,0.8046559808090722
28,53600.0,65924.0,66756.0,72373.0,75622.0,79201.0,83466.0,0.22992537313432837,0.24544776119402986,0.35024253731343286,0.4108582089552239,0.4776305970149254,0.5572014925373134,1.3502425373134328,1.410858208955224,1.5572014925373134,2681.8571428571427,406.125,163.41666666666666,32040542.68359375,28575628.947021484,,,0.8602007734072888
30,58396.0,58514.0,59421.0,66831.0,69896.0,73856.0,77496.0,0.002020686348380026,0.01755257209397904,0.14444482498801287,0.19693129666415507,0.2647441605589424,0.32707719706829236,1.1444448249880128,1.196931296664155,1.3270771970682924,1205.0,383.125,158.33333333333334,17700899.609375,25028902.569335938,,,0.7438551099611901
32,46278.0,56432.0,57779.0,62889.0,67728.0,71846.0,75280.0,0.21941311206188685,0.2485198150309002,0.3589394528717749,0.4635031764553352,0.5524871429188816,0.626690868231125,1.3589394528717749,1.4635031764553352,1.626690868231125,2373.0,604.875,157.33333333333334,31478143.25,31721585.02734375,,,0.8389392991239049
34,55140.0,58215.0,60144.0,65495.0,70618.0,73629.0,77641.0,0.055767138193688795,0.09075081610446137,0.18779470438882845,0.28070366340224884,0.335310119695321,0.40807036634022487,1.1877947043888284,1.2807036634022488,1.408070366340225,1479.2857142857142,640.375,146.3125,24175274.5,25209337.93359375,,,0.8371464113797394
38,39887.0,41216.0,44462.0,51546.0,54875.0,58896.0,64325.0,0.03331912653245418,0.11469902474490436,0.29230074961766994,0.3757615263118309,0.47657131396194247,0.6126808233258957,1.29230074961767,1.375761526311831,1.6126808233258956,1665.5714285714287,416.125,196.875,22016140.58984375,30547389.975585938,,,0.7884686201273081
40,21712.0,23501.0,25120.0,25552.0,27197.0,28951.0,30942.0,0.08239683124539425,0.156963890935888,0.17686072218128224,0.2526252763448784,0.3334100957995578,0.4251105379513633,1.1768607221812823,1.2526252763448784,1.4251105379513633,548.5714285714286,205.625,78.02083333333333,2082120.43359375,4531880.5458984375,,,0.7577013399640835
41,15773.0,17694.0,19581.0,21028.0,22791.0,26822.0,30820.0,0.12179040131870919,0.24142522031319344,0.333164268053002,0.4449375515120776,0.7005008558929817,0.9539719774297851,1.333164268053002,1.4449375515120777,1.953971977429785,750.7142857142857,220.375,167.27083333333334,3811463.71484375,13786685.935302734,,,0.6351706036745406
42,53413.0,53506.0,56404.0,62050.0,69612.0,76031.0,81263.0,0.0017411491584445734,0.055997603579652895,0.1617022073278041,0.30327822814670585,0.423454964147305,0.5214086458352836,1.161702207327804,1.303278228146706,1.5214086458352836,1233.857142857143,945.25,242.72916666666666,30817527.484375,55836235.01928711,,,0.7161994871341409
43,31861.0,34127.0,39687.0,44070.0,46574.0,52024.0,56743.0,0.07112143372775494,0.2456294529361916,0.3831957565675905,0.46178713788016695,0.6328426603057029,0.780954772292144,1.3831957565675905,1.461787137880167,1.780954772292144,1744.142857142857,313.0,211.85416666666666,19727138.55859375,31561914.631835938,,,0.7297029211922829
44,39845.0,41846.0,44956.0,49524.0,51589.0,54207.0,57664.0,0.05021960095369557,0.128272054210064,0.24291630066507716,0.2947421257372318,0.3604467310829464,0.4472079307315849,1.2429163006650772,1.2947421257372318,1.4472079307315848,1382.7142857142858,258.125,126.5625,12740327.02734375,15465593.178710938,,,0.8177134103885254
45,21989.0,23274.0,25184.0,27572.0,30037.0,33225.0,36109.0,0.05843831006412297,0.14529992268861702,0.2538996771112829,0.3660011824093865,0.5109827641093274,0.6421392514439038,1.253899677111283,1.3660011824093865,1.6421392514439037,797.5714285714286,308.125,126.5,6890631.74609375,11810114.171875,,,0.7162691349234602
46,39764.0,43287.0,45597.0,50004.0,60267.0,64758.0,71639.0,0.08859772658686249,0.14669047379539282,0.2575193642490695,0.5156171411326829,0.6285584951212152,0.8016044663514736,1.2575193642490694,1.5156171411326829,1.8016044663514736,1462.857142857143,1282.875,236.91666666666666,36828265.234375,61629417.18359375,,,0.820316876050252
48,49029.0,49201.0,53573.0,58574.0,63653.0,68026.0,75054.0,0.0035081278427053376,0.09267984254216892,0.1946806991780375,0.2982724509983887,0.387464561789961,0.5308082971302699,1.1946806991780374,1.2982724509983887,1.53080829713027,1363.5714285714287,634.875,237.52083333333334,21052474.15234375,41860739.63183594,,,0.7698057588040218
49,80872.0,92720.0,93880.0,97321.0,101308.0,106559.0,112813.0,0.14650311603521615,0.16084677020476804,0.20339548916806804,0.2526956177663468,0.31762538332179246,0.39495746364625584,1.203395489168068,1.2526956177663469,1.3949574636462558,2349.8571428571427,498.375,239.6875,24584882.25,38365838.20214844,,,0.795577529489625
51,23772.0,25494.0,26031.0,28289.0,29937.0,32523.0,34994.0,0.07243816254416961,0.09502776375567895,0.19001346121487464,0.2593387178192832,0.36812216052498736,0.47206797913511694,1.1900134612148747,1.2593387178192832,1.472067979135117,645.2857142857143,206.0,105.35416666666667,3297645.74609375,8039808.7412109375,,,0.704490915323963
52,94536.0,94657.0,97241.0,99597.0,102737.0,105793.0,112039.0,0.0012799356858762799,0.028613438266903612,0.053535161208428536,0.08675002115596175,0.11907633070999407,0.18514639925531015,1.0535351612084285,1.0867500211559618,1.1851463992553102,723.0,392.5,193.79166666666666,6547625.609375,19744933.638427734,,,0.7285244736608333
53,17667.0,19592.0,20777.0,23300.0,25640.0,29781.0,34445.0,0.10896020829795665,0.17603441444501047,0.3188430406973453,0.45129337182317314,0.6856851757514009,0.9496801947133073,1.3188430406973453,1.451293371823173,1.9496801947133073,804.7142857142857,292.5,183.4375,5488726.359375,18866184.913085938,,,0.6581641076440482
54,21923.0,22483.0,23067.0,24299.0,28410.0,32677.0,36182.0,0.025543949277015008,0.05218263923733066,0.10837932764676367,0.2958992838571363,0.4905350545089632,0.6504128084659946,1.1083793276467637,1.2958992838571364,1.6504128084659946,339.42857142857144,513.875,161.91666666666666,4656092.1875,17623129.109375,,,0.6032174074762878
55,37658.0,39800.0,40912.0,42284.0,45687.0,49511.0,53333.0,0.05688034414998141,0.0864092623081417,0.12284242392054809,0.21320834882362313,0.31475383716607364,0.4162462159434914,1.1228424239205481,1.2132083488236232,1.4162462159434914,660.8571428571429,425.375,159.29166666666666,4459024.12109375,16004661.522460938,,,0.6773812536910486
56,51276.0,51516.0,56947.0,59127.0,62851.0,66714.0,70160.0,0.00468055230517201,0.11059755051096029,0.1531125672829394,0.22573913721819175,0.30107652703018956,0.368281457211951,1.1531125672829394,1.2257391372181918,1.368281457211951,1121.5714285714287,465.5,152.27083333333334,13094513.18359375,20564102.93725586,,,0.7497732866951677
57,33159.0,41600.0,42793.0,48727.0,52109.0,59441.0,66982.0,0.25456135589131157,0.29053952169848307,0.4694954612624024,0.5714888868783738,0.7926053258542176,1.0200247293344191,1.4694954612624023,1.5714888868783738,2.020024729334419,2224.0,422.75,309.8541666666667,26057052.859375,57043847.216552734,,,0.7210257971235065
60,48613.0,48889.0,54563.0,56527.0,60336.0,66515.0,70407.0,0.005677493674531504,0.12239524407051612,0.1627959599284142,0.24114948676280007,0.36825540493283687,0.4483162939954333,1.1627959599284141,1.2411494867628001,1.4483162939954333,1130.5714285714287,476.125,209.8125,11057585.5,30332353.474365234,,,0.6548430342978439
61,64372.0,66375.0,74672.0,80474.0,83112.0,91072.0,94485.0,0.031116013173429442,0.16000745665817437,0.25013981234076926,0.2911203628906978,0.41477661094885976,0.4677965575094762,1.2501398123407692,1.2911203628906978,1.4677965575094762,2300.285714285714,329.75,236.9375,33557631.68359375,48918119.92163086,,,0.7018726591760299
62,16443.0,17699.0,26292.0,27814.0,30615.0,35546.0,39087.0,0.07638508787934076,0.598978288633461,0.6915404731496686,0.8618865170589308,1.1617709663686675,1.3771209633278598,1.6915404731496686,1.861886517058931,2.37712096332786,1624.4285714285713,350.125,176.5,15666190.3125,24880909.31616211,,,0.7418730042401717
63,26643.0,29714.0,31833.0,33518.0,37018.0,42113.0,45822.0,0.11526479750778816,0.19479788312127014,0.25804151184175955,0.3894080996884735,0.5806403182824756,0.7198513680891792,1.2580415118417596,1.3894080996884735,1.7198513680891792,982.1428571428571,437.5,183.41666666666666,9025364.859375,21301051.663085938,,,0.6706528765352295
64,41580.0,45045.0,45610.0,47478.0,49788.0,52819.0,56045.0,0.08333333333333333,0.09692159692159692,0.14184704184704186,0.1974025974025974,0.2702982202982203,0.3478835978835979,1.1418470418470419,1.1974025974025975,1.347883597883598,842.5714285714286,288.75,130.35416666666666,5005608.87109375,10678395.43334961,,,0.7303140848829967
65,91453.0,93720.0,94483.0,99830.0,104077.0,108918.0,113941.0,0.024788689272085114,0.03313177260450723,0.09159896340196604,0.1380381179403628,0.1909724120586531,0.24589679944889725,1.091598963401966,1.138038117940363,1.2458967994488972,1196.7142857142858,530.875,205.5,14712799.43359375,29672081.345458984,,,0.7228170626968221
66,37228.0,42843.0,48437.0,53212.0,59691.0,65114.0,73123.0,0.15082733426453207,0.30109057698506503,0.42935424948963147,0.6033899215644138,0.7490598474266681,0.9641936177071022,1.4293542494896314,1.6033899215644138,1.9641936177071022,2283.4285714285716,809.875,279.8333333333333,38687658.55859375,62014131.37109375,,,0.8055296564584379
67,21676.0,22709.0,23627.0,26183.0,29454.0,32702.0,36214.0,0.04765639416866581,0.09000738143568925,0.2079258165713231,0.3588300424432552,0.5086731869348589,0.6706957003137111,1.2079258165713231,1.3588300424432551,1.670695700313711,643.8571428571429,408.875,140.83333333333334,6688657.5,14856718.685302734,,,0.7054235443497189
68,42905.0,58219.0,60917.0,62953.0,67588.0,70857.0,74643.0,0.35692809695839645,0.4198112108145904,0.4672648875422445,0.5752942547488638,0.6514858408110943,0.7397273045099638,1.4672648875422445,1.5752942547488638,1.739727304509964,2864.0,579.375,146.97916666666666,29892580.18359375,28876132.52734375,,,0.8830495134516313
69,43522.0,46676.0,52256.0,57529.0,62986.0,68710.0,74365.0,0.07246909608933413,0.20068011580350167,0.32183723174486467,0.4472220945728597,0.5787417857635219,0.7086760718716971,1.3218372317448646,1.4472220945728598,1.7086760718716971,2001.0,682.125,237.0625,32118545.62109375,47677290.907958984,,,0.7727489280609815
70,68296.0,84066.0,86752.0,88922.0,91128.0,96357.0,100939.0,0.23090664167740424,0.2702354457069228,0.3020089024247394,0.3343094763968607,0.4108732575846316,0.47796357034086917,1.3020089024247394,1.3343094763968608,1.4779635703408691,2946.5714285714284,275.75,204.39583333333334,28683410.55859375,30432541.31616211,,,0.8136559637931648
71,70622.0,79021.0,82858.0,85622.0,90673.0,94786.0,99050.0,0.11892894565432868,0.17326045708136276,0.2123984027640112,0.2839200249214126,0.34215966695930444,0.4025374529183541,1.2123984027640111,1.2839200249214127,1.402537452918354,2142.8571428571427,631.375,174.52083333333334,22993792.58984375,31975573.625,,,0.8297881145505712
72,18387.0,18608.0,19510.0,22112.0,23652.0,25339.0,27285.0,0.012019361505411432,0.0610757600478599,0.2025887855550117,0.28634361233480177,0.37809321803448087,0.48392886278348834,1.2025887855550117,1.2863436123348018,1.4839288627834883,532.1428571428571,192.5,75.6875,3194341.109375,4440761.187255859,,,0.7573360184119678
73,46236.0,49336.0,53009.0,55446.0,57679.0,60147.0,64106.0,0.0670473224327364,0.1464875854312657,0.19919543213080718,0.24749113245090407,0.3008694523747729,0.3864953715719353,1.1991954321308071,1.2474911324509041,1.3864953715719353,1315.7142857142858,279.125,133.89583333333334,9821184.984375,12104527.100585938,,,0.8225864423837251
74,28000.0,32114.0,33809.0,34516.0,38164.0,43521.0,47328.0,0.14692857142857144,0.2074642857142857,0.2327142857142857,0.363,0.5543214285714285,0.6902857142857143,1.2327142857142857,1.363,1.6902857142857144,930.8571428571429,456.0,190.91666666666666,6271105.80859375,22124558.78125,,,0.6548547129695252
75,57362.0,62510.0,66951.0,70764.0,76757.0,85661.0,92432.0,0.08974582476203759,0.1671664167916042,0.23363899445626024,0.33811582580802624,0.49334053903280917,0.6113803563334612,1.2336389944562602,1.3381158258080261,1.6113803563334612,1914.5714285714287,749.125,326.5625,27161402.96484375,70166172.23217773,,,0.6853599067104845
77,26756.0,29162.0,31712.0,33284.0,35798.0,38565.0,42516.0,0.08992375541934519,0.18522948123785318,0.24398265809538047,0.33794289131409777,0.4413589475257886,0.5890267603528181,1.2439826580953806,1.3379428913140978,1.589026760352818,932.5714285714286,314.25,139.95833333333334,5666603.24609375,12591761.93359375,,,0.7656871877381658
78,26973.0,27508.0,31187.0,32699.0,34607.0,36206.0,38988.0,0.019834649464279094,0.15623030437845253,0.21228636043450858,0.28302376450524597,0.34230526823119417,0.44544544544544545,1.2122863604345087,1.283023764505246,1.4454454454454455,818.0,238.5,91.27083333333333,5260478.0,6691515.984375,,,0.8268168525939563
79,17693.0,20045.0,23152.0,24894.0,26997.0,29386.0,31870.0,0.1329339286723563,0.30854010060475895,0.40699711750409767,0.5258576838297632,0.6608828350194992,0.8012773413214266,1.4069971175040976,1.5258576838297633,1.8012773413214265,1028.7142857142858,262.875,101.52083333333333,6581418.83984375,9251424.794677734,,,0.7956897288976311
81,81809.0,83189.0,87017.0,92013.0,94128.0,99616.0,103040.0,0.016868559693921207,0.0636604774535809,0.12472955298316811,0.15058245425319952,0.21766553802148908,0.2595191238127834,1.124729552983168,1.1505824542531995,1.2595191238127834,1457.7142857142858,264.375,185.66666666666666,14260715.71484375,24141502.44116211,,,0.6918065929128994
82,57418.0,57972.0,61949.0,64457.0,68390.0,72400.0,77717.0,0.009648542268974885,0.07891253613849315,0.12259221846807622,0.19108990212128601,0.2609286286530356,0.3535302518374029,1.122592218468076,1.191089902121286,1.3535302518374028,1005.5714285714286,491.625,194.3125,11199053.125,25478265.09350586,,,0.7323454812441598
83,71872.0,73956.0,76756.0,82135.0,86941.0,90457.0,94182.0,0.0289959928762244,0.06795414069456812,0.14279552537845058,0.2096644033837934,0.25858470614425644,0.31041295636687444,1.1427955253784505,1.2096644033837933,1.3104129563668745,1466.142857142857,600.75,150.85416666666666,21116429.109375,28816013.663085938,,,0.810815173527038
84,67575.0,69510.0,72992.0,73829.0,81002.0,84809.0,91627.0,0.028634850166481686,0.08016278209396967,0.09254901960784313,0.1986977432482427,0.25503514613392525,0.35593044765075843,1.0925490196078431,1.1986977432482426,1.3559304476507583,893.4285714285714,896.625,221.35416666666666,15141887.24609375,38160742.70214844,,,0.7790994545665545
85,53362.0,57685.0,58199.0,60682.0,66249.0,69931.0,74790.0,0.081012705670702,0.09064502829729021,0.1371762677560811,0.24150144297440126,0.3105018552528016,0.40155916195045166,1.137176267756081,1.2415014429744013,1.4015591619504517,1045.7142857142858,695.875,177.9375,10842828.234375,25899880.032958984,,,0.7777777777777778
86,13815.0,14165.0,14268.0,16090.0,17183.0,18511.0,20121.0,0.02533478103510677,0.03279044516829533,0.16467607672819398,0.24379297864639884,0.3399203764024611,0.4564603691639522,1.164676076728194,1.2437929786463988,1.4564603691639522,325.0,136.625,61.208333333333336,1227370.87109375,2849751.4860839844,,,0.717206132879046
87,71330.0,71342.0,76841.0,80503.0,83294.0,89019.0,92723.0,0.00016823216038132623,0.07726061965512407,0.12859946726482546,0.16772746390018226,0.2479882237487733,0.29991588391980933,1.1285994672648254,1.1677274639001822,1.2999158839198093,1310.4285714285713,348.875,196.4375,14928761.234375,28747979.772460938,,,0.6763525354740234
89,71509.0,74156.0,75072.0,78581.0,80478.0,85876.0,90790.0,0.03701631962410326,0.04982589604105777,0.09889664238067936,0.12542477170705785,0.20091177334321553,0.26963039617390816,1.0988966423806794,1.1254247717070578,1.2696303961739082,1010.2857142857143,237.125,214.83333333333334,6150088.109375,25227634.72631836,,,0.6242778589823902
90,33537.0,33897.0,43394.0,45166.0,46922.0,49681.0,53824.0,0.010734412738169783,0.29391418433372096,0.34675134925604556,0.39911142916778486,0.48137877568059156,0.6049139756090288,1.3467513492560457,1.3991114291677849,1.604913975609029,1661.2857142857142,219.5,143.79166666666666,16200962.12109375,17265053.40234375,,,0.8291005946481665
91,9415.0,10618.0,11293.0,11914.0,13604.0,14898.0,16116.0,0.1277748274030802,0.1994689325544344,0.2654275092936803,0.44492830589484866,0.5823685608072225,0.7117365905469994,1.2654275092936802,1.4449283058948486,1.7117365905469994,357.0,211.25,52.333333333333336,1244044.5625,2582337.8669433594,,,0.7639978114171074
94,30894.0,38951.0,39270.0,41365.0,43192.0,47420.0,50677.0,0.26079497637081633,0.27112060594290155,0.338933126173367,0.39807082281349127,0.5349258755745452,0.6403508771929824,1.338933126173367,1.3980708228134913,1.6403508771929824,1495.857142857143,228.375,155.9375,8448404.83984375,15743809.05834961,,,0.744160716446811
97,25304.0,25810.0,30590.0,34052.0,37655.0,40537.0,44724.0,0.019996838444514702,0.20889977869111603,0.3457160923174202,0.4881046474865634,0.6019996838444515,0.7674675940562757,1.34571609231742,1.4881046474865633,1.7674675940562756,1249.7142857142858,450.375,147.27083333333334,15272216.984375,21018279.950927734,,,0.8108054880850785
98,66667.0,67498.0,71958.0,75131.0,80753.0,87488.0,93957.0,0.012464937675311623,0.07936460317698411,0.126959365203174,0.21128894355528222,0.31231343843280784,0.4093479532602337,1.126959365203174,1.2112889435552823,1.4093479532602338,1209.142857142857,702.75,275.0833333333333,20652937.0625,51650383.59375,,,0.6765285048748859
99,50913.0,56009.0,59607.0,61243.0,64425.0,69292.0,74650.0,0.10009231434014888,0.1707618879264628,0.20289513483786067,0.26539390725355017,0.3609883526800621,0.46622670044978687,1.2028951348378607,1.2653939072535503,1.4662267004497869,1475.7142857142858,397.75,213.02083333333334,10914278.484375,25923942.708740234,,,0.7351868980902116
100,66520.0,73600.0,76653.0,80470.0,83588.0,87088.0,90568.0,0.10643415514131088,0.15233012627781117,0.2097113650030066,0.2565844858689116,0.30920024052916417,0.3615153337342153,1.2097113650030067,1.2565844858689117,1.3615153337342152,1992.857142857143,389.75,145.41666666666666,18660508.15234375,21493495.036865234,,,0.8298327499027615
102,65425.0,67151.0,76924.0,88163.0,93746.0,98992.0,105103.0,0.026381352693924342,0.1757585021016431,0.34754298815437523,0.43287734046618265,0.513060756591517,0.6064654184180359,1.3475429881543752,1.4328773404661828,1.606465418418036,3248.285714285714,697.875,236.60416666666666,82294740.234375,71895774.48022461,,,0.8437155539666935
104,78803.0,80576.0,83126.0,85430.0,88321.0,91996.0,95752.0,0.022499143433625624,0.054858317576742005,0.08409578315546362,0.12078220372320851,0.16741748410593504,0.21508064413791353,1.0840957831554636,1.1207822037232085,1.2150806441379136,946.7142857142857,361.375,154.8125,7054148.27734375,15737491.505615234,,,0.7214431895702267
105,42947.0,48759.0,53428.0,58135.0,61522.0,66937.0,72140.0,0.13532959228816913,0.24404498568002422,0.3536451905837428,0.4325098377069411,0.5585954781474841,0.6797448017323678,1.3536451905837428,1.4325098377069412,1.6797448017323677,2169.714285714286,423.375,221.20833333333334,23945336.1875,39408188.65234375,,,0.7742809503959983
109,78419.0,79277.0,82247.0,84801.0,90605.0,94277.0,99140.0,0.010941225978398092,0.048814700519006875,0.08138333822160446,0.15539601372116452,0.20222140042591719,0.2642344329818029,1.0813833382216045,1.1553960137211645,1.264234432981803,911.7142857142857,725.5,177.8125,13852689.27734375,27674015.69116211,,,0.7684449489216799
110,33019.0,35228.0,52543.0,61779.0,75596.0,90582.0,99391.0,0.06690087525364184,0.5912959205306036,0.8710136588025077,1.2894696992640602,1.743329598110179,2.010115388109876,1.8710136588025077,2.28946969926406,3.010115388109876,4108.571428571428,1727.125,495.7291666666667,161193695.0,241516623.55859375,,,0.7396591560551049
111,1933.0,1970.0,2357.0,3208.0,3502.0,4110.0,4775.0,0.019141231246766685,0.21934816347646147,0.6595964821520952,0.8116916709777547,1.1262286601138127,1.4702534919813761,1.6595964821520952,1.8116916709777549,2.470253491981376,182.14285714285714,36.75,26.520833333333332,267329.18359375,524569.15625,,,0.7207165824529168
112,51757.0,57889.0,62442.0,65299.0,68876.0,71212.0,75066.0,0.11847672778561354,0.20644550495585137,0.26164576772224046,0.33075719226384837,0.37589118380122494,0.4503545414146879,1.2616457677222406,1.3307571922638484,1.450354541414688,1934.5714285714287,447.125,128.95833333333334,20999622.234375,18886433.608398438,,,0.8799280390645079
113,30452.0,32093.0,35722.0,39819.0,44439.0,51083.0,56665.0,0.05388808616839617,0.17305924077236307,0.3075988440824905,0.45931301720740836,0.6774924471299094,0.8607973203730461,1.3075988440824904,1.4593130172074085,1.8607973203730461,1338.142857142857,577.5,254.70833333333334,18105328.9375,45566968.92553711,,,0.6779603509282147
114,35158.0,37352.0,41725.0,43092.0,48517.0,52776.0,57012.0,0.06240400477842881,0.1867853689060811,0.22566698902099094,0.3799704192502418,0.5011092781159338,0.621593947323511,1.225666989020991,1.3799704192502418,1.621593947323511,1133.4285714285713,678.125,176.97916666666666,13953015.65234375,25488938.506835938,,,0.7582585991599501
115,38008.0,40182.0,41925.0,45963.0,50621.0,56894.0,62233.0,0.05719848452957272,0.10305725110503051,0.20929804251736475,0.3318511892233214,0.496895390444117,0.6373658177225847,1.2092980425173647,1.3318511892233214,1.6373658177225847,1136.4285714285713,582.25,241.91666666666666,13405325.75,37136929.74609375,,,0.6678492004659536
116,31246.0,32482.0,34330.0,35687.0,38022.0,40185.0,43631.0,0.03955706330410293,0.09870063368111118,0.14213019266466106,0.21685975804903027,0.2860846188312104,0.39637073545413815,1.142130192664661,1.2168597580490303,1.3963707354541381,634.4285714285714,291.875,116.85416666666667,3641968.109375,9250197.967773438,,,0.7580266249021143
